10000 10000
6236 6975 94448
4697 230 56506
5829 1065 59838
2364 8311 29600
5026 5291 14886
5458 3796 82489
1411 897 40151
7301 277 76682
1654 5926 16060
7446 294 84172
6012 845 69352
978 3294 58537
9589 1353 60921
4283 6346 7879
4019 8938 50580
6609 4866 82845
1241 9757 12792
5932 9350 92815
7108 9451 92105
4937 7507 67458
5051 9817 8870
8487 9302 72631
8747 1956 71649
147 1565 50780
778 6090 50395
9346 3743 91664
1181 6929 77832
7214 3014 3159
3307 3987 39
2505 4809 70944
3693 1991 1919
5913 9480 95706
324 8454 10312
3330 1455 25932
8350 4092 84803
4957 9186 60780
1456 286 62005
6558 1249 51743
9021 3865 27764
2679 1188 53119
5885 8505 68718
5274 4581 52226
1204 8948 51038
8273 1058 92131
2072 6414 2443
2349 9847 96833
4165 3393 31583
9971 4234 34357
7015 2835 15984
9235 988 43560
3056 202 70679
3483 9417 90426
3451 8584 80676
91 8859 67536
6955 3744 33106
5760 6834 63047
1587 1499 22395
2020 5088 82987
9354 8100 62629
5487 714 41640
7319 1267 25296
4646 1558 41299
270 6464 13395
2791 2144 45191
1422 7939 81013
4442 214 29814
4088 5399 43567
6400 7384 57738
3948 5317 91219
1034 6730 84765
4291 6206 96151
6929 7900 50594
5000 2419 83518
4279 7537 67387
5535 3724 42451
87 1661 32005
7133 2893 74535
2097 2886 34776
4943 667 85940
3431 806 8400
5960 3655 9906
9965 9002 66443
8173 3100 18613
4770 8471 81707
4017 68 28514
3589 9903 83809
1613 9772 87934
9542 7456 44441
8602 5752 37892
6516 4230 22995
98 4917 70559
8334 5496 68323
7197 523 49122
4462 4313 91315
9730 622 58796
4305 6178 13165
4092 130 2878
7749 3864 54748
7789 1116 47583
3496 984 10588
9090 6228 23410
2628 6933 67455
6294 7228 63304
8992 6593 1839
3601 4563 64354
1275 4294 65030
2545 4854 1307
2473 2402 30560
1012 3508 59136
8959 4065 717
8932 6562 36327
4057 6248 9805
7067 3992 59581
5329 1255 8207
5438 440 39246
3309 1507 97974
1930 5392 38976
4811 5969 25887
1584 4936 74766
992 6155 30480
8808 258 50420
8933 2230 15589
116 2796 67522
2502 3937 63097
4361 3635 67688
840 8818 53875
2382 1242 9064
11 9572 88873
3682 398 94169
9430 130 65798
5294 9232 34830
1077 3884 93321
7353 6331 5583
7385 8849 9871
1828 6082 28899
6932 853 12321
20 5664 94260
3906 3224 8577
1260 8799 14753
3767 6965 53737
9040 9497 6666
9181 9921 51313
1848 8285 62665
5183 3716 37207
8035 5898 11683
3522 8754 76038
7244 6998 88565
3431 6843 96920
3708 3531 4808
9697 8190 62157
8808 2875 35353
1305 758 79366
4910 6429 42997
2290 217 40332
8981 6115 15597
5375 3718 52153
842 7952 16304
2851 115 44933
6080 6975 54445
4870 8557 20939
299 7122 95771
4305 774 1708
8299 3962 3300
8713 5245 29336
6120 304 52177
2388 2498 57067
4237 2691 98420
6203 5184 91393
8422 5744 17343
5956 7727 15968
9077 6288 14107
4424 2986 77800
6801 7638 58588
1688 5775 62959
9480 8501 7494
7807 9487 45447
5496 286 57728
2155 5552 95291
6401 641 71197
2246 9969 65282
6486 1464 28720
9286 4276 98299
3363 3156 1191
7888 3948 65640
3681 7387 72554
8084 7432 41407
8258 1951 50279
1061 7446 67270
6694 9565 54477
7864 9644 68097
9413 8639 72365
6892 5486 42271
5283 6520 96874
506 7750 95115
1604 2607 69503
9920 1433 81966
5230 585 11373
7001 6149 24931
4728 1183 32279
425 1012 8446
3401 2079 45719
5147 514 11123
7143 2308 14607
9351 2121 11109
3797 9776 94965
2448 9086 98878
7141 1886 6345
4487 7088 32974
7742 8014 22252
9182 1171 92193
9642 5448 61405
5103 1740 71872
9814 6814 52191
7204 9987 75623
1038 946 5137
1390 5518 98835
6810 2172 39374
339 1756 41585
3144 6323 82733
8973 8969 30083
9904 9076 75966
2163 4842 44225
7401 2031 20300
7282 9218 19961
182 9985 85657
6666 1869 17769
2877 4924 51957
3868 464 70007
5011 6270 56403
6611 4046 61030
6188 5810 19936
4652 5189 74065
7079 9651 91445
3446 399 406
8235 8594 80156
2738 2612 40898
9603 4837 7021
1339 5294 1209
1607 4180 43105
5737 3928 54248
9947 3467 75995
6328 5503 1568
3632 7319 49087
3547 9068 45598
9934 2999 9283
9656 3108 94411
3399 9193 18033
5216 7130 67123
4257 2453 81519
2163 2755 81191
6594 2930 27037
4916 2192 61370
8806 9868 43845
4061 1240 66012
9687 3222 53644
3088 7997 30187
8230 3918 24970
1586 3962 50744
4904 4987 79685
9594 8948 8241
6819 4509 1859
8864 6633 30446
9504 9384 79018
1146 1000 46177
8713 4116 23449
9861 1583 74092
7143 8619 13068
5398 4361 5054
2539 3356 94695
1513 6173 8099
5559 3740 30395
8926 431 57142
1895 647 74090
5018 6232 99544
3467 2095 10767
5781 8119 78500
6573 6874 5444
7915 9922 62255
357 3302 10327
7550 9572 5975
94 1737 94271
4794 7213 82066
5953 4394 52428
4668 2403 15322
6992 8881 50562
9515 7068 77580
1230 6367 68587
2346 4832 58118
8314 2064 53019
6419 8541 79655
346 5557 25715
2707 1529 72968
6074 4403 45000
2408 3278 26617
2381 4199 79447
7645 1671 61205
6784 7259 49470
5752 5440 32832
3549 5088 68815
4597 6493 88893
823 4495 89203
1261 682 95791
4532 5590 14938
9669 1661 45346
8199 1749 19239
4803 8740 61273
3687 6172 5598
9624 4 53770
2230 8885 21322
3315 4188 67398
5241 8313 38691
5881 2507 91806
865 7074 74559
9161 7167 36535
2086 5997 60550
64 83 38823
724 9879 2992
243 352 79066
5496 4000 69977
1727 5378 22814
1456 341 9052
9348 9962 14868
8997 4945 65571
4597 2831 92531
7798 3400 32061
8134 7498 7175
660 5462 92554
8141 6372 90223
3604 4950 22990
2628 4809 39113
7410 9923 95771
6387 7427 46937
6240 5565 599
8380 8312 45717
6352 7979 7930
5729 1461 65765
1032 8250 49903
4289 8521 43646
1779 9615 96351
7967 8971 98784
3959 5706 41567
4737 8611 77073
2359 8582 57646
4017 6738 60632
6427 3272 90397
9929 452 21367
1009 1924 87695
7584 7231 55727
8848 9226 32502
4336 8510 56216
160 9845 64199
6684 8318 27129
9784 4182 84037
2758 1085 36723
7538 6374 60772
4148 1901 62845
4652 6190 49564
2913 4681 54791
2136 7219 65204
6145 8723 20103
2415 7610 75162
2450 776 93731
6836 6755 99962
444 7444 49692
298 4047 90326
7036 4936 36583
3083 1429 40410
3410 9076 20926
5346 4494 53480
4564 6093 93002
4181 1776 95417
6736 3101 63127
7661 5393 8648
8604 8822 60845
7073 9953 56181
1615 8955 51723
3303 9602 75315
2058 3729 36747
8023 4002 32057
9432 6176 76138
5204 4154 30005
9378 458 34972
5287 4111 77043
4099 8246 32612
8008 8361 96351
2921 4439 65742
1792 9851 67328
1943 9154 87921
7472 6105 40622
5840 2317 63007
2878 783 18915
459 7803 59672
6986 3162 71752
437 1964 37247
8473 5917 34809
7398 3753 55427
2897 2117 68781
7133 1162 61463
5471 289 43635
6458 8288 6379
6601 3771 4495
5124 4410 77849
4791 9405 35798
5349 7500 21620
4869 5028 1653
1367 9847 38947
8363 4441 19375
6195 9000 76250
533 9007 47794
9851 8029 70233
4339 2941 5971
7123 902 30682
3537 3533 6022
8056 1206 61061
4036 1301 96573
7426 1041 59413
7393 9331 92459
2167 5881 57848
1482 6526 69234
6974 5811 45398
8307 9013 46254
6971 2716 47083
6046 5664 73982
3453 1651 70860
3712 2498 95065
366 6320 76460
383 1929 15873
8670 8066 6947
3483 3663 17873
6172 3176 69889
9884 6789 54448
7451 9048 73099
987 6905 27778
2306 8774 46577
5973 7270 67107
9674 9995 2348
2032 863 40104
4497 5088 55625
3897 7405 15017
7665 9614 10942
8019 9812 55700
8509 6786 85727
6215 2070 13161
7566 861 29790
4915 1150 75737
6278 8957 4590
5848 510 41002
4343 1755 11182
2235 58 72602
3569 762 24575
7487 5560 36970
5852 5848 77066
5958 9714 71686
8565 8235 79833
3208 2992 98595
1830 3276 24859
6217 7430 50885
2377 5399 35866
